method,mae_ratio_to_constant,rmse_ratio_to_constant,rehedge_ratio_to_constant,stock_turnover_ratio_to_constant,option_turnover_ratio_to_constant,total_tc_ratio_to_constant,avg_tc_ratio_to_constant
deltavega_regime_bs,1.000150411870418,0.9999214720888813,0.5486126064051218,0.8229198012883276,0.8491995895102874,0.846993681660024,0.846993681660024
deltavega_regime_model,1.0055131048107293,1.0003833058207974,0.5593930781045893,1.0615358894822662,0.9506930541169044,0.9599971275976951,0.9599971275976951
