method,n_obs,mae,rmse,p95_abs_err,mean_err,n_rehedges,stock_turnover,option_turnover,total_tc,avg_tc_per_day,avg_rehedges_per_day
deltavega_const_time_bs,69666,0.05721057213985236,0.1114434782100805,0.22815888121477956,-0.0018378791734504727,69663,736.3972608255478,1607.3146084619852,175.4594060627098,43.86485151567745,17415.75
deltavega_regime_bs,69666,0.057219177289015606,0.11143472678652885,0.22774769105810774,-0.0014539458327283217,38218,605.9958875478286,1364.930905719806,148.6130083229357,37.15325208073393,9554.5
deltavega_regime_model,69666,0.05752598002034116,0.11148619514396833,0.22851570067132573,-0.0017181364798671624,38969,781.7121212827523,1528.0628340454412,168.44052583019902,42.110131457549755,9742.25
